A,B,C,D,E,F,G,J,K,price
72.57,D,D,3,7712.1,7134.0,654.36,152,1187,174537
72.57,A,D,3,7675.2,7134.0,658.05,13,507,174537
72.57,A,D,3,7515.3,6888.0,664.2,103,1462,174537
50.43,A,E,19,7638.3,6642.0,584.25,118,892,174537
61.5,C,E,10,7761.3,7503.0,615.0,-13,778,174537
63.96,C,F,4,7503.0,7503.0,642.06,136,1447,174537
63.96,D,G,4,7527.6,7011.0,635.91,68,1035,174660
62.730000000000004,D,D,5,7306.2,7257.0,637.14,121,1033,174660
61.5,B,E,10,7146.3,7503.0,643.2900000000001,10,147,174660
86.1,D,G,3,8523.9,7380.0,665.4300000000001,54,1108,174660
61.5,B,E,10,7601.4,7257.0,623.61,-64,225,174660
46.74,D,E,19,7318.5,7011.0,586.7099999999999,124,352,174783
65.19,A,F,3,7589.1,6765.0,642.06,-61,345,174783
71.33999999999999,A,H,5,7601.4,6888.0,659.2800000000001,57,1357,174783
67.65,A,G,5,7490.7,6888.0,651.9,4,956,174783
71.33999999999999,A,H,5,7404.6,7011.0,672.81,-52,1146,174783
62.730000000000004,B,F,5,7552.2,7257.0,630.99,93,1242,174783
62.730000000000004,B,F,5,7466.1,7134.0,632.2199999999999,-12,1373,174783
62.730000000000004,B,F,5,7441.5,7257.0,637.14,-57,1769,174783
66.42,B,G,10,7712.1,7134.0,640.83,-40,719,174906
66.42,A,E,5,7539.9,6888.0,642.06,38,230,174906
66.42,C,G,10,7773.6,6765.0,633.45,94,255,174906
66.42,B,E,5,7552.2,7380.0,640.83,135,1143,174906
66.42,C,G,10,7822.8,6888.0,632.2199999999999,106,1420,174906
66.42,A,G,10,7564.5,6765.0,644.52,87,1124,174906
57.809999999999995,D,D,4,7318.5,7503.0,622.38,17,1632,174906
66.42,A,E,5,7539.9,6888.0,642.06,-90,159,174906
65.19,C,E,10,7207.8,7626.0,646.98,105,756,174906
52.89,A,F,22,7638.3,6765.0,596.55,-61,169,174906
52.89,A,F,22,7662.9,6765.0,600.24,135,1512,174906
52.89,B,F,22,7564.5,6888.0,602.7,85,1458,174906
52.89,A,F,22,7503.0,6888.0,602.7,-56,308,174906
52.89,B,F,22,7416.9,7134.0,603.9300000000001,63,507,174906
63.96,D,G,10,7675.2,7380.0,632.2199999999999,131,1182,175029
63.96,D,G,10,7281.6,7011.0,649.44,114,1047,175029
62.730000000000004,C,D,5,7785.9,7011.0,622.38,118,1116,175029
62.730000000000004,D,F,10,7749.0,7011.0,621.15,44,787,175029
77.49,A,I,10,7638.3,6642.0,677.73,149,1497,175029
75.03,C,D,3,7355.4,7626.0,674.0400000000001,-16,508,175029
72.57,D,F,5,7749.0,6888.0,651.9,149,966,175152
62.730000000000004,C,E,10,7515.3,7995.0,632.2199999999999,121,476,175152
75.03,A,F,3,7539.9,6765.0,672.81,144,780,175152
72.57,A,F,5,7662.9,6642.0,660.51,142,1243,175152
72.57,A,F,5,7626.0,6519.0,661.74,104,1002,175152
61.5,A,G,10,7699.8,7011.0,628.5300000000001,46,1359,175152
50.43,A,G,19,7626.0,6765.0,590.4,26,1540,175275
72.57,A,D,3,7269.3,7011.0,678.9599999999999,-70,1231,175275
61.5,D,H,4,7945.799999999999,6888.0,611.31,156,330,175398
66.42,D,E,10,7699.8,7380.0,646.98,97,1793,175398
52.89,A,E,9,7589.1,6765.0,597.7800000000001,88,1541,175398
73.8,B,E,3,7626.0,7257.0,665.4300000000001,46,1108,175398
62.730000000000004,D,E,3,7293.9,7749.0,637.14,-36,1596,175521
65.19,A,H,10,7564.5,6888.0,640.83,77,839,175521
68.88000000000001,A,H,10,7589.1,6642.0,653.13,-72,850,175521
62.730000000000004,A,G,10,7576.8,6888.0,630.99,139,1144,175521
65.19,A,I,4,7662.9,6888.0,638.37,24,1782,175521
50.43,A,D,4,7515.3,6888.0,590.4,-66,1221,175521
72.57,C,I,9,7109.4,7503.0,678.9599999999999,-51,921,175521
63.96,C,F,5,8056.5,8118.0,605.16,92,1380,175521
63.96,A,G,10,7589.1,6888.0,633.45,136,933,175644
65.19,B,F,5,7490.7,7257.0,640.83,153,1426,175644
73.8,B,D,3,7539.9,7503.0,671.58,-68,612,175644
62.730000000000004,A,H,10,7392.3,7380.0,638.37,-32,1178,175644
65.19,B,F,5,7626.0,7257.0,643.2900000000001,-31,1303,175644
65.19,B,H,10,7306.2,7257.0,653.13,-37,628,175644
61.5,D,H,4,7687.5,7257.0,616.23,128,367,175767
63.96,D,D,5,7576.8,7134.0,632.2199999999999,-38,1235,175767
61.5,C,G,4,7072.5,6888.0,651.9,27,621,175767
61.5,A,H,4,7589.1,7257.0,623.61,94,936,175767
67.65,A,G,5,7478.4,6888.0,651.9,55,259,175767
63.96,A,D,5,7650.6,6642.0,632.2199999999999,-10,1691,175767
63.96,A,E,5,7552.2,7011.0,637.14,-67,1506,175767
70.11,B,E,5,7687.5,7011.0,649.44,27,167,175767
62.730000000000004,C,D,10,7392.3,7995.0,632.2199999999999,-17,1848,175890
62.730000000000004,C,D,10,7896.6,7134.0,616.23,138,531,175890
60.269999999999996,C,F,4,7244.7,7441.5,635.91,88,1356,175890
71.33999999999999,D,G,10,7995.0,6888.0,643.2900000000001,88,342,175890
62.730000000000004,A,F,10,7687.5,6519.0,629.76,106,1714,176013
72.57,A,G,5,7662.9,6765.0,660.51,-20,603,176013
62.730000000000004,A,D,5,7564.5,6888.0,633.45,114,1236,176013
50.43,A,G,19,7503.0,7011.0,591.63,116,1696,176013
50.43,A,G,19,7662.9,6765.0,587.94,102,749,176013
50.43,A,G,19,7589.1,6888.0,590.4,156,1337,176013
50.43,A,G,19,7589.1,6888.0,590.4,111,1581,176013
50.43,A,G,19,7675.2,6642.0,587.94,157,262,176013
50.43,B,E,22,7466.1,7134.0,597.7800000000001,126,825,176013
50.43,A,E,22,7589.1,6888.0,592.86,137,1368,176013
50.43,A,E,22,7539.9,6888.0,591.63,151,982,176013
50.43,A,E,22,7490.7,6765.0,594.09,63,81,176013
50.43,A,E,22,7466.1,7011.0,596.55,42,1486,176013
50.43,B,E,22,7736.7,7257.0,585.48,-90,1767,176013
50.43,B,E,22,7650.6,7134.0,586.7099999999999,-8,937,176013
50.43,A,E,22,7539.9,6765.0,590.4,44,161,176013
50.43,A,E,22,7613.7,6765.0,589.17,15,400,176013
61.5,B,D,10,7650.6,7380.0,633.45,19,1487,176013
61.5,D,D,10,8228.7,7011.0,608.85,-50,1467,176013
61.5,D,D,10,7835.1,7011.0,621.15,21,308,176013
65.19,D,E,5,7822.8,7011.0,629.76,15,1484,176136
68.88000000000001,B,H,10,7650.6,7380.0,649.44,-72,1310,176136
50.43,A,E,9,7589.1,6888.0,586.7099999999999,76,1463,176136
70.11,A,F,3,7712.1,6888.0,654.36,-6,883,176136
38.13,A,H,10,7539.9,6888.0,536.2800000000001,-63,303,62361
38.13,A,H,10,7564.5,6888.0,538.74,-26,1339,62361
38.13,A,H,10,7626.0,6765.0,536.2800000000001,100,74,62361
38.13,A,H,10,7527.6,6888.0,535.05,148,799,62361
38.13,A,H,10,7601.4,7011.0,531.36,-21,1700,62361
36.9,A,G,10,7601.4,6888.0,527.67,6,647,62361
38.13,A,I,4,7675.2,6519.0,532.59,-25,374,62361
38.13,A,I,4,7527.6,6765.0,537.51,15,181,62361
38.13,A,I,4,7601.4,6888.0,538.74,90,1736,62361
36.9,A,H,4,7638.3,7011.0,525.2099999999999,-80,1692,62361
35.669999999999995,A,G,4,7650.6,6642.0,520.2900000000001,43,1048,62361
38.13,D,E,5,7527.6,7134.0,533.8199999999999,138,1175,62361
38.13,C,G,10,7773.6,7134.0,526.44,59,380,62361
38.13,C,G,10,7084.8,7626.0,548.58,80,1189,62361
38.13,D,E,5,7220.1,7380.0,547.35,43,1026,62361
41.82,B,D,3,7281.6,7257.0,558.42,17,866,62361
41.82,B,G,5,7343.1,7257.0,553.5,135,1384,62361
41.82,D,G,5,7478.4,7257.0,548.58,-6,1099,62361
41.82,A,G,5,7527.6,7011.0,557.19,154,1243,62361
41.82,D,D,3,7466.1,7503.0,547.35,78,1772,62361
41.82,C,G,5,7798.2,7011.0,543.66,-49,912,62361
41.82,B,D,3,7478.4,7380.0,552.27,-7,1179,62361
38.13,D,E,5,7749.0,7134.0,527.67,-40,1214,62361
41.82,B,D,3,7453.8,7380.0,551.0400000000001,70,1138,62361
41.82,C,G,5,7859.7,7134.0,541.2,-72,1079,62361
41.82,D,G,5,7564.5,6888.0,547.35,117,838,62361
34.440000000000005,A,G,10,7638.3,6888.0,515.37,93,1330,62484
31.98,A,G,4,7687.5,6519.0,504.29999999999995,21,972,62484
63.96,A,F,5,7429.2,6888.0,642.06,13,609,176136
56.580000000000005,B,F,4,7441.5,7134.0,617.4599999999999,-47,151,176136
46.74,A,E,19,7712.1,6765.0,567.0300000000001,-1,856,176259
52.89,B,G,19,7490.7,7257.0,600.24,-21,797,176259
52.89,D,E,22,7416.9,7134.0,597.7800000000001,153,1178,176259
52.89,B,G,19,7515.3,7134.0,597.7800000000001,63,1071,176259
52.89,B,G,19,7503.0,7134.0,592.86,-29,1087,176259
52.89,A,E,22,7539.9,7011.0,595.3199999999999,16,824,176259
52.89,A,G,19,7601.4,6765.0,596.55,45,470,176259
52.89,D,E,22,7527.6,6888.0,595.3199999999999,-58,452,176259
52.89,B,E,22,7318.5,7134.0,605.16,90,652,176259
52.89,D,E,22,7613.7,6888.0,591.63,-30,1238,176259
46.74,A,E,19,7515.3,6888.0,574.41,-28,1590,176259
61.5,B,F,10,7453.8,7503.0,630.99,37,823,176259
61.5,C,F,10,7822.8,7134.0,621.15,30,1692,176259
47.97,A,F,19,7613.7,7011.0,576.87,123,1675,176259
61.5,C,F,10,7232.4,7872.0,640.83,-67,490,176259
61.5,B,D,5,7416.9,7134.0,629.76,67,591,176259
73.8,B,H,5,7626.0,6888.0,669.12,133,1714,176259
73.8,B,G,3,7478.4,7134.0,675.27,-15,768,176259
62.730000000000004,C,E,5,7822.8,7134.0,615.0,86,798,176382
65.19,A,E,5,7613.7,6765.0,637.14,-80,1097,176505
65.19,A,I,22,7650.6,6519.0,635.91,116,943,176505
65.19,A,H,10,7613.7,6789.6,640.83,9,726,176505
65.19,A,H,10,7589.1,6888.0,635.91,58,1244,176505
62.730000000000004,A,H,3,7589.1,6765.0,630.99,-2,768,176505
62.730000000000004,A,H,3,7626.0,6765.0,629.76,122,337,176505
76.26,D,E,3,7158.6,7380.0,701.1,-84,148,176505
65.19,B,G,10,7367.7,7380.0,649.44,146,216,176505
87.33,D,J,10,7982.700000000001,6642.0,692.49,-21,1114,176505
70.11,A,E,5,7564.5,6888.0,654.36,-63,426,176628
61.5,C,D,5,7773.6,7011.0,617.4599999999999,37,937,176628
68.88000000000001,B,F,5,7478.4,7134.0,653.13,44,887,176628
61.5,A,F,10,7712.1,7011.0,622.38,-90,1419,176628
61.5,D,D,5,7232.4,7380.0,637.14,-64,1052,176628
61.5,A,F,10,7712.1,7011.0,624.84,129,1453,176628
61.5,D,D,5,7478.4,7749.0,627.3,89,174,176628
61.5,C,F,10,7773.6,6888.0,616.23,61,1054,176628
68.88000000000001,A,F,5,7662.9,6765.0,648.2099999999999,92,172,176628
61.5,C,F,10,7785.9,7011.0,617.4599999999999,-68,1823,176628
61.5,D,F,10,7736.7,7011.0,622.38,-1,1206,176628
61.5,B,D,5,7675.2,7380.0,623.61,43,107,176628
61.5,D,D,5,7724.4,6519.0,619.92,-78,174,176628
61.5,D,F,10,7749.0,6765.0,619.92,17,1085,176628
61.5,A,F,10,7687.5,7011.0,623.61,139,1348,176628
61.5,B,F,10,7662.9,7134.0,617.4599999999999,156,693,176628
61.5,C,F,10,7785.9,7011.0,616.23,150,1814,176628
68.88000000000001,D,F,5,7736.7,6888.0,645.75,-32,930,176628
61.5,A,F,10,7527.6,7011.0,627.3,49,276,176628
61.5,B,F,10,7712.1,7257.0,621.15,-37,536,176628
61.5,C,D,5,7835.1,6888.0,621.15,52,1264,176628
61.5,C,F,10,7847.4,6765.0,618.69,-77,1343,176628
61.5,C,D,5,7785.9,6888.0,623.61,84,416,176628
61.5,C,F,10,7785.9,7134.0,612.5400000000001,73,732,176628
61.5,C,D,5,7736.7,7257.0,607.62,-56,336,176628
61.5,D,D,5,7195.5,7380.0,630.99,-30,1530,176628
61.5,D,F,10,7687.5,6888.0,622.38,94,1534,176628
61.5,C,F,10,7773.6,7134.0,615.0,113,1568,176628
61.5,D,D,5,7478.4,7134.0,623.61,-65,1674,176628
61.5,B,F,10,7650.6,7257.0,622.38,-24,448,176628
61.5,D,F,10,7749.0,7134.0,621.15,86,1556,176628
61.5,B,F,10,7490.7,7134.0,627.3,17,721,176628
61.5,C,D,5,7822.8,6642.0,617.4599999999999,108,1253,176628
61.5,D,D,5,7626.0,7380.0,624.84,-65,444,176628
61.5,C,D,5,7822.8,7134.0,621.15,111,519,176628
61.5,D,F,10,7564.5,7503.0,626.0699999999999,84,778,176628
61.5,D,F,10,7724.4,6888.0,621.15,-86,1320,176628
62.730000000000004,D,H,10,7552.2,6863.4,632.2199999999999,102,1181,176628
62.730000000000004,C,E,10,7761.3,7257.0,619.92,-68,762,176628
71.33999999999999,A,D,3,7527.6,7011.0,661.74,148,339,176628
82.41000000000001,D,I,10,7035.6,8610.0,715.86,129,664,176628
75.03,D,F,3,7736.7,6961.8,661.74,128,183,176751
56.580000000000005,B,E,4,7589.1,7257.0,610.08,14,76,176751
62.730000000000004,A,I,10,7515.3,6888.0,634.6800000000001,112,1693,176751
72.57,A,G,5,7564.5,7011.0,659.2800000000001,114,1249,176751
62.730000000000004,A,E,5,7589.1,6765.0,637.14,47,648,176751
62.730000000000004,A,E,5,7478.4,7011.0,635.91,156,1476,176751
55.35,C,G,19,7330.8,7503.0,615.0,-81,981,176751
75.03,D,I,10,7060.2,7490.7,688.8,-67,1518,176751
62.730000000000004,D,H,4,7798.2,7011.0,626.0699999999999,101,841,176751
62.730000000000004,D,G,10,7687.5,7257.0,621.15,-76,1544,176874
62.730000000000004,D,G,10,7675.2,7626.0,623.61,5,891,176874
62.730000000000004,A,E,5,7539.9,6765.0,628.5300000000001,143,1384,176874
62.730000000000004,D,G,10,7736.7,7011.0,622.38,-33,290,176874
62.730000000000004,D,G,10,7736.7,6642.0,624.84,-81,1719,176874
62.730000000000004,D,G,10,7650.6,7011.0,627.3,-24,1403,176874
62.730000000000004,A,E,5,7650.6,7011.0,624.84,-3,645,176874
62.730000000000004,D,G,10,7712.1,7011.0,621.15,53,1707,176874
62.730000000000004,D,G,10,7736.7,7134.0,622.38,-75,1398,176874
62.730000000000004,A,H,4,7712.1,6642.0,629.76,-36,844,176874
62.730000000000004,D,G,10,7675.2,7011.0,626.0699999999999,-71,1729,176874
62.730000000000004,D,G,10,7712.1,7134.0,626.0699999999999,-78,1111,176874
62.730000000000004,D,E,5,7539.9,6642.0,630.99,-52,1071,176874
62.730000000000004,D,E,5,7478.4,7011.0,638.37,98,1367,176874
62.730000000000004,A,E,5,7330.8,7011.0,639.6,-90,1073,176874
62.730000000000004,A,G,10,7589.1,7011.0,629.76,-34,1528,176874
62.730000000000004,D,G,10,7736.7,7134.0,621.15,-84,1224,176874
62.730000000000004,A,E,5,7712.1,6765.0,623.61,80,671,176874
62.730000000000004,D,E,5,7687.5,7011.0,622.38,21,173,176874
62.730000000000004,D,E,5,7724.4,6765.0,623.61,46,1698,176874
62.730000000000004,B,G,10,7527.6,7380.0,629.76,134,1529,176874
62.730000000000004,D,E,5,7724.4,6888.0,623.61,101,958,176874
62.730000000000004,B,G,10,7675.2,7134.0,628.5300000000001,21,515,176874
62.730000000000004,A,E,5,7638.3,6765.0,626.0699999999999,-8,1357,176874
62.730000000000004,D,G,10,7662.9,7257.0,623.61,0,110,176874
71.33999999999999,D,D,3,7736.7,6888.0,653.13,19,1601,176874
54.12,A,E,22,7367.7,7011.0,606.39,77,708,176874
65.19,A,E,3,7552.2,6888.0,640.83,102,1641,176874
50.43,A,F,19,7539.9,6888.0,585.48,-88,1166,176997
50.43,B,F,19,7699.8,7134.0,581.7900000000001,100,331,176997
50.43,A,F,19,7576.8,6888.0,589.17,160,165,176997
50.43,A,F,19,7638.3,6765.0,585.48,146,256,176997
50.43,A,F,19,7613.7,6888.0,587.94,87,1031,176997
65.19,A,G,5,7503.0,6765.0,643.2900000000001,95,1179,176997
50.43,A,F,19,7552.2,7134.0,587.94,-60,1176,176997
50.43,A,F,19,7552.2,6888.0,591.63,57,1118,176997
50.43,A,F,19,7662.9,6765.0,587.94,90,546,176997
50.43,A,F,19,7589.1,6888.0,589.17,-43,1732,176997
66.42,A,H,10,7392.3,7011.0,655.59,-62,632,176997
66.42,B,H,10,7699.8,7134.0,638.37,69,928,176997
66.42,D,H,10,7773.6,6765.0,644.52,-10,1056,176997
66.42,B,G,5,7576.8,7134.0,646.98,80,593,176997
71.33999999999999,B,H,10,7343.1,7257.0,666.66,-45,748,176997
68.88000000000001,D,E,5,7404.6,7011.0,659.2800000000001,-71,1034,177120
66.42,D,E,5,7773.6,7011.0,633.45,-73,988,177120
66.42,A,E,5,7453.8,7134.0,648.2099999999999,129,1339,177120
77.49,C,I,10,6900.3,7995.0,704.7900000000001,-46,953,177120
65.19,C,H,19,7527.6,7995.0,634.6800000000001,-32,750,177120
57.809999999999995,A,G,22,7539.9,6888.0,618.69,63,113,177243
76.26,A,F,3,7539.9,6765.0,682.65,-26,392,177243
70.11,A,G,5,7638.3,6765.0,654.36,111,1665,177243
70.11,A,G,5,7662.9,6642.0,656.8199999999999,-58,1783,177243
70.11,A,G,5,7650.6,6765.0,655.59,-78,1179,177243
68.88000000000001,A,F,5,7552.2,7011.0,651.9,8,1079,177243
68.88000000000001,B,G,5,7232.4,7257.0,664.2,-12,1047,177243
68.88000000000001,A,G,5,7687.5,6888.0,649.44,123,1328,177243
68.88000000000001,B,G,5,7404.6,7257.0,659.2800000000001,-77,1100,177243
68.88000000000001,D,F,5,7773.6,6888.0,650.67,104,1666,177243
66.42,A,G,10,7724.4,6765.0,643.2900000000001,-72,1594,177243
71.33999999999999,D,F,5,7306.2,7134.0,670.35,-61,1440,177366
62.730000000000004,D,D,5,7749.0,7134.0,621.15,9,1665,177366
86.1,C,J,5,7908.9,6888.0,691.26,31,1357,177366
50.43,A,E,22,7613.7,7134.0,586.7099999999999,-37,1193,177366
73.8,A,H,10,7638.3,6765.0,666.66,139,182,177366
62.730000000000004,A,H,10,7478.4,7011.0,632.2199999999999,24,1593,177366
62.730000000000004,A,F,10,7687.5,6765.0,624.84,-67,767,177366
72.57,A,I,4,7650.6,7011.0,655.59,-23,349,177366
71.33999999999999,A,G,5,7552.2,6863.4,656.8199999999999,-51,1673,177366
71.33999999999999,A,F,5,7367.7,6888.0,665.4300000000001,27,1386,177366
71.33999999999999,A,D,3,7712.1,6888.0,654.36,-59,1469,177366
62.730000000000004,A,G,10,7724.4,6765.0,627.3,91,965,177489
62.730000000000004,D,G,10,7798.2,6765.0,622.38,157,1211,177489
62.730000000000004,B,H,4,7687.5,7134.0,629.76,-87,1739,177489
62.730000000000004,B,G,10,7539.9,7257.0,635.91,-65,268,177489
62.730000000000004,A,G,10,7626.0,6888.0,637.14,17,602,177489
62.730000000000004,A,E,5,7515.3,6888.0,639.6,-76,1066,177489
62.730000000000004,A,E,5,7675.2,6765.0,632.2199999999999,-70,1090,177489
62.730000000000004,B,E,5,7503.0,7134.0,630.99,152,1587,177489
62.730000000000004,B,E,5,7601.4,7134.0,633.45,142,234,177489
62.730000000000004,A,E,5,7626.0,6765.0,632.2199999999999,49,1283,177489
62.730000000000004,A,E,5,7662.9,6888.0,633.45,119,996,177489
62.730000000000004,C,E,5,7859.7,6642.0,626.0699999999999,127,400,177489
62.730000000000004,B,E,5,7724.4,7503.0,623.61,-74,335,177489
62.730000000000004,A,E,5,7687.5,6888.0,627.3,87,882,177489
62.730000000000004,D,E,5,7810.5,6642.0,627.3,148,661,177489
62.730000000000004,C,E,5,7859.7,6888.0,628.5300000000001,142,1245,177489
62.730000000000004,D,E,5,7773.6,7503.0,624.84,69,1845,177489
62.730000000000004,B,E,5,7232.4,7134.0,649.44,7,1257,177489
62.730000000000004,B,E,5,7416.9,6888.0,648.2099999999999,38,1464,177489
62.730000000000004,D,G,10,7810.5,7011.0,622.38,48,222,177489
60.269999999999996,B,D,5,7539.9,7011.0,640.83,17,1737,177612
72.57,A,H,5,7515.3,7011.0,662.9699999999999,-43,1096,177735
67.65,B,G,10,7712.1,7380.0,648.2099999999999,-67,1820,177735
63.96,D,G,10,7835.1,6888.0,624.84,-79,1666,177858
63.96,D,G,10,7404.6,6888.0,643.2900000000001,-15,1410,177858
61.5,D,E,10,7822.8,7257.0,613.77,-23,1177,177858
76.26,D,H,5,7392.3,7503.0,682.65,127,1531,177858
63.96,D,D,5,7773.6,7011.0,628.5300000000001,106,937,177858
61.5,A,H,10,7478.4,6888.0,635.91,148,1028,177858
63.96,A,F,10,7576.8,6888.0,632.2199999999999,22,1220,177858
76.26,A,F,3,7626.0,7134.0,669.12,148,439,177858
61.5,A,H,5,7613.7,6888.0,624.84,-28,1569,177858
71.33999999999999,A,G,5,7650.6,6765.0,655.59,-10,1622,177858
49.2,A,F,22,7589.1,7011.0,583.02,5,216,177858
61.5,D,F,4,6937.2,7626.0,653.13,-20,1830,177858
63.96,B,G,10,7490.7,7134.0,638.37,34,1262,177981
61.5,C,F,10,7724.4,7503.0,607.62,158,929,177981
61.5,C,F,10,7539.9,7503.0,621.15,-77,391,177981
61.5,D,I,22,7724.4,7503.0,612.5400000000001,-36,1145,178104
67.65,A,E,5,7490.7,6888.0,649.44,-17,267,178104
67.65,B,G,10,7330.8,7257.0,654.36,23,118,178104
67.65,A,G,10,7675.2,6888.0,643.2900000000001,-20,1771,178104
70.11,A,I,4,7650.6,6765.0,649.44,35,1850,178104
67.65,A,F,5,7404.6,6888.0,654.36,159,924,178104
87.33,D,F,41,7773.6,6765.0,693.7199999999999,112,1174,178104
73.8,B,D,3,7662.9,7257.0,665.4300000000001,103,1691,178227
61.5,A,G,10,7626.0,6888.0,624.84,-71,551,178227
61.5,A,G,10,7626.0,7011.0,624.84,-4,987,178227
61.5,A,G,10,7687.5,7011.0,619.92,-58,248,178227
61.5,A,G,10,7490.7,7134.0,627.3,33,362,178227
61.5,A,G,10,7589.1,6642.0,632.2199999999999,-61,544,178227
61.5,A,G,10,7626.0,6888.0,626.0699999999999,126,1775,178227
61.5,A,H,4,7441.5,7011.0,633.45,39,1807,178227
65.19,A,H,4,7662.9,6642.0,637.14,49,1599,178227
67.65,D,F,5,7785.9,7134.0,640.83,0,1466,178227
65.19,D,G,10,7687.5,6888.0,634.6800000000001,54,605,178350
56.580000000000005,A,H,19,7650.6,6765.0,607.62,49,1640,178350
62.730000000000004,A,G,10,7613.7,6765.0,623.61,136,840,178350
63.96,D,G,10,7785.9,7011.0,628.5300000000001,-79,848,178350
61.5,A,E,10,7712.1,6765.0,624.84,-7,1269,178473
63.96,B,F,10,7404.6,7257.0,638.37,48,899,178473
61.5,D,E,10,7638.3,7626.0,624.84,90,1699,178473
56.580000000000005,D,E,4,7220.1,7380.0,624.84,-38,1631,178596
63.96,D,D,5,7847.4,6888.0,622.38,10,1436,178596
72.57,D,F,5,7675.2,7257.0,655.59,-64,1652,178596
66.42,A,I,4,7662.9,7011.0,639.6,-78,455,178596
71.33999999999999,D,E,5,7330.8,7011.0,665.4300000000001,-66,877,178719
56.580000000000005,A,G,22,7466.1,7011.0,612.5400000000001,140,1757,178719
66.42,A,H,10,7576.8,6765.0,643.2900000000001,32,1682,178719
63.96,A,I,22,7392.3,6888.0,644.52,155,667,178842
41.82,A,H,5,7515.3,6888.0,555.9599999999999,-65,192,62484
39.36,A,G,5,7662.9,7011.0,538.74,37,691,62484
36.9,A,D,5,7601.4,6888.0,530.13,-45,1406,62484
40.59,A,J,22,7638.3,6642.0,547.35,-53,1643,62607
43.05,A,I,10,7515.3,7011.0,559.65,77,669,62607
43.05,A,I,10,7552.2,6765.0,558.42,124,282,62607
33.21,B,G,10,7675.2,7257.0,507.99,19,413,62607
33.21,A,H,10,7441.5,7011.0,515.37,105,379,62607
46.74,A,H,3,7539.9,6642.0,575.64,9,1476,62730
28.290000000000003,A,F,9,7687.5,6765.0,484.62,159,1533,62853
38.13,A,I,22,7638.3,6642.0,533.8199999999999,159,1177,62853
38.13,A,G,10,7638.3,6642.0,533.8199999999999,-11,1501,62853
40.59,A,H,5,7503.0,6765.0,547.35,148,781,62853
47.97,D,E,41,7724.4,7011.0,567.0300000000001,-52,504,62853
30.75,D,D,9,7749.0,6888.0,489.54,-26,952,62976
28.290000000000003,A,H,10,7662.9,6519.0,487.08,64,1578,62976
30.75,C,E,19,8068.799999999999,6642.0,480.93,24,1540,62976
43.05,B,I,3,7490.7,7134.0,560.88,-28,383,62976
36.9,C,H,4,7773.6,7257.0,530.13,145,396,62976
38.13,C,F,5,7773.6,6888.0,525.2099999999999,-17,1817,62976
38.13,A,H,10,7564.5,6789.6,536.2800000000001,34,873,63099
44.28,A,J,4,7589.1,6605.1,563.34,138,231,63099
38.13,A,I,4,7552.2,6789.6,531.36,11,360,63099
38.13,A,I,4,7539.9,6838.8,537.51,109,1029,63099
28.290000000000003,B,E,10,7675.2,7380.0,482.15999999999997,-68,1855,63099
46.74,B,J,5,7539.9,7257.0,568.26,8,869,63099
34.440000000000005,A,H,9,7576.8,6888.0,519.06,113,482,63222
31.98,A,G,9,7712.1,6519.0,503.07,30,148,63222
36.9,A,H,5,7613.7,6642.0,530.13,99,945,63222
36.9,A,H,5,7650.6,6519.0,527.67,27,1732,63222
36.9,A,I,9,7638.3,6888.0,527.67,99,1806,63345
36.9,A,I,9,7699.8,6888.0,523.98,-44,584,63345
36.9,A,I,9,7650.6,6888.0,525.2099999999999,-86,286,63345
36.9,A,I,9,7650.6,6765.0,528.9,-60,1071,63345
36.9,A,I,9,7626.0,6888.0,527.67,-77,1454,63345
38.13,A,H,10,7527.6,7257.0,536.2800000000001,138,1333,63345
38.13,A,F,5,7626.0,6789.6,531.36,-7,853,63345
36.9,C,G,10,7195.5,7872.0,543.66,-58,1774,63345
36.9,B,D,5,7638.3,7257.0,527.67,-46,135,63345
36.9,C,D,5,7798.2,6642.0,525.2099999999999,134,712,63345
36.9,C,D,5,7761.3,6888.0,521.52,148,800,63345
36.9,C,D,5,7798.2,6765.0,519.06,-57,595,63345
49.2,A,H,3,7576.8,6888.0,581.7900000000001,142,276,63468
38.13,A,E,5,7613.7,6519.0,536.2800000000001,65,762,63468
39.36,A,E,5,7650.6,6642.0,538.74,137,1438,63468
38.13,A,E,5,7638.3,6765.0,532.59,10,1401,63468
38.13,A,E,5,7576.8,6642.0,539.9699999999999,131,1166,63468
38.13,A,E,5,7515.3,6765.0,536.2800000000001,44,254,63468
38.13,B,F,5,7712.1,7134.0,530.13,72,133,63468
38.13,D,F,5,7453.8,7380.0,533.8199999999999,73,392,63468
38.13,D,F,5,7466.1,7134.0,535.05,4,1199,63468
38.13,A,F,5,7441.5,7011.0,541.2,58,858,63468
38.13,C,F,5,7761.3,6765.0,526.44,-44,1189,63468
38.13,A,F,5,7662.9,6888.0,531.36,-74,1263,63468
41.82,A,H,10,7601.4,6765.0,552.27,109,718,63591
41.82,A,H,10,7527.6,6765.0,552.27,-73,417,63591
43.05,A,G,3,7527.6,6888.0,560.88,31,953,63591
31.98,C,F,9,7429.2,7503.0,507.99,44,430,63591
39.36,C,H,3,7847.4,6888.0,538.74,157,1740,63591
39.36,D,H,3,7761.3,6888.0,537.51,5,1021,63591
41.82,A,G,10,7675.2,7011.0,548.58,130,608,63591
28.290000000000003,D,E,22,7736.7,7257.0,479.7,112,1184,63714
