area,rooms,floor,elev,parking,type,price
108,4,3,1,0,2,1845000
70,3,2,0,1,1,1051000
256,12,2,1,0,3,4671000
156,7,11,0,0,3,3395000
125,5,11,1,2,2,2362000
220,10,10,0,0,1,2232000
42,1,1,0,2,3,2440000
49,1,11,0,1,2,1146000
247,11,7,0,1,3,4363000
77,3,11,0,2,3,2883000
213,10,11,0,1,1,2233000
199,9,1,1,0,2,2756000
59,2,3,1,1,1,934000
164,7,10,1,2,3,3893000
124,5,10,1,2,1,1700000
199,9,2,1,1,1,2460000
146,6,8,0,1,3,3337000
221,10,5,1,0,1,2434000
152,7,6,1,2,1,2028000
180,8,10,0,2,2,2729000
238,11,10,1,1,1,2798000
204,9,4,0,1,2,2832000
231,11,2,0,2,3,4561000
47,1,3,0,2,1,722000
49,1,11,0,1,3,2459000
85,3,5,1,0,1,1078000
119,5,11,1,0,3,3282000
222,10,8,1,0,3,4377000
67,2,8,0,0,1,558000
223,10,9,1,0,3,4338000
121,5,2,1,1,1,1586000
208,9,4,0,0,3,3858000
194,9,12,1,0,3,4060000
230,11,6,1,1,2,3330000
75,3,2,0,0,3,2786000
131,6,4,1,2,1,1749000
135,6,9,0,2,3,3392000
116,5,6,0,1,3,3193000
196,9,5,1,2,3,4255000
206,9,6,1,2,3,4232000
216,10,7,1,2,2,3341000
178,8,3,0,0,1,1890000
90,4,5,1,1,3,3088000
101,4,3,1,0,2,1900000
84,3,3,1,1,1,1122000
156,7,1,1,2,1,1993000
231,11,5,0,0,3,4169000
160,7,7,0,2,3,3642000
208,9,2,0,1,1,2311000
86,3,3,1,0,3,2796000
219,10,10,0,1,1,2254000
195,9,5,0,1,2,2689000
260,12,10,0,2,1,2934000
117,5,5,0,0,3,3023000
112,5,5,1,0,3,3246000
252,12,3,1,2,1,3045000
55,2,4,1,1,1,886000
184,8,8,1,1,1,2087000
119,5,10,0,0,3,3027000
44,1,3,1,2,3,2634000
200,9,10,0,0,2,2638000
209,9,12,1,1,3,4271000
210,10,10,1,2,2,3231000
194,9,6,1,1,1,2361000
55,2,2,0,1,3,2653000
51,2,10,0,1,1,660000
256,12,5,0,1,2,3286000
194,9,12,0,1,1,2028000
143,6,1,1,0,3,3412000
216,10,6,0,0,3,4003000
92,4,4,0,2,1,1146000
186,8,11,0,0,2,2509000
95,4,6,1,1,2,1911000
185,8,8,0,2,3,3846000
156,7,5,0,1,1,1661000
203,9,5,0,0,1,1984000
127,5,7,1,2,2,2245000
42,1,11,0,2,3,2478000
108,4,4,0,2,2,1803000
86,3,12,0,2,2,1762000
89,3,11,1,2,2,1956000
211,10,11,1,1,3,4368000
66,2,7,0,1,2,1284000
229,10,10,1,1,3,4398000
156,7,9,0,2,1,1812000
53,2,3,0,0,3,2591000
113,5,8,0,2,2,2020000
58,2,1,1,0,1,803000
142,6,2,1,1,3,3545000
56,2,3,1,2,2,1634000
106,4,6,1,1,3,3212000
234,11,5,1,2,2,3512000
211,10,7,1,0,3,4209000
146,6,12,0,0,3,3259000
146,6,6,1,2,1,1977000
253,12,2,1,1,1,2924000
240,11,3,1,0,2,3274000
158,7,8,1,0,1,1905000
66,2,9,1,2,1,1110000
167,7,3,1,1,2,2499000
60,2,1,0,0,2,1254000
103,4,3,0,2,3,3220000
92,4,1,0,2,3,3082000
121,5,2,1,1,2,2144000
166,7,1,0,2,1,2019000
225,10,12,0,0,3,4012000
162,7,2,0,0,2,2402000
232,11,3,1,1,1,2775000
182,8,9,1,2,1,2234000
124,5,12,0,0,3,3081000
241,11,7,1,0,3,4533000
146,6,3,1,2,2,2470000
215,10,3,0,0,2,2903000
127,5,7,0,0,1,1137000
225,10,1,0,1,2,3156000
164,7,5,1,1,3,3675000
234,11,12,0,1,1,2497000
221,10,11,0,1,2,2836000
214,10,8,0,1,3,4133000
169,7,8,0,0,3,3478000
101,4,8,1,1,1,1415000
229,10,4,1,0,1,2472000
104,4,9,1,2,2,2090000
198,9,9,0,0,3,3679000
237,11,4,1,0,3,4421000
108,4,2,0,1,2,1820000
138,6,3,0,2,1,1634000
118,5,11,1,2,3,3454000
85,3,9,0,0,1,818000
67,2,12,1,1,2,1642000
203,9,6,1,1,1,2366000
237,11,12,0,2,1,2582000
47,1,7,0,1,1,586000
100,4,2,1,0,1,1230000
249,11,8,0,0,2,2998000
55,2,9,1,1,3,2706000
165,7,11,0,1,1,1800000
160,7,2,1,1,3,3712000
244,11,12,0,0,1,2515000
186,8,7,0,1,2,2583000
179,8,10,0,0,3,3695000
86,3,11,0,0,3,2638000
86,3,12,1,1,1,1197000
91,4,5,0,2,1,1182000
61,2,1,0,0,1,708000
174,8,11,1,0,3,3850000
230,11,8,1,1,2,3323000
86,3,5,1,2,3,3008000
65,2,1,1,2,3,2894000
245,11,1,0,2,3,4655000
235,11,6,0,1,2,3115000
148,6,11,1,0,1,1784000
186,8,2,0,1,2,2715000
62,2,4,0,2,2,1372000
116,5,5,0,0,3,2958000
157,7,3,1,0,3,3634000
119,5,4,1,1,3,3303000
238,11,5,0,1,2,3120000
65,2,12,0,2,2,1446000
97,4,3,1,0,3,3052000
158,7,5,0,0,1,1562000
86,3,8,1,1,1,1210000
68,2,11,0,0,2,1239000
259,12,8,0,0,1,2605000
117,5,1,1,1,1,1471000
246,11,1,1,1,3,4618000
44,1,2,1,1,1,710000
77,3,7,0,0,1,746000
67,2,3,1,2,1,1018000
180,8,3,0,1,3,3807000
111,5,11,0,1,2,1958000
43,1,9,1,2,1,930000
240,11,6,1,1,2,3349000
251,12,4,1,0,1,2777000
140,6,4,0,0,2,2035000
84,3,2,0,1,3,2784000
115,5,5,0,0,3,3083000
49,1,9,1,0,1,676000
160,7,11,0,1,2,2314000
162,7,9,1,2,2,2662000
96,4,9,0,0,2,1528000
249,11,12,1,0,3,4445000
51,2,11,1,1,1,985000
248,11,8,0,1,3,4273000
91,4,1,1,2,2,1904000
117,5,5,1,1,1,1503000
196,9,12,0,0,2,2550000
71,3,7,0,0,1,861000
171,8,11,0,2,3,3780000
95,4,1,1,1,3,3088000
116,5,3,0,2,1,1513000
152,7,5,0,1,3,3507000
61,2,5,1,2,2,1719000
86,3,3,1,1,2,1775000
230,11,5,0,1,2,3116000
142,6,3,1,2,2,2442000
138,6,4,0,0,2,1997000
80,3,2,1,1,1,1222000
194,9,1,1,1,2,2880000
93,4,6,0,0,2,1470000
200,9,9,1,0,1,2327000
256,12,7,1,0,2,3462000
144,6,3,1,2,1,1863000
69,2,2,0,0,3,2520000
249,11,4,0,2,2,3209000
43,1,12,0,0,2,1035000
177,8,10,1,0,3,3827000
41,1,8,1,1,2,1429000
130,6,5,1,1,2,2263000
41,1,4,0,1,1,474000
257,12,11,0,1,2,3306000
215,10,4,1,1,1,2510000
66,2,1,1,1,1,1032000
124,5,7,1,1,3,3403000
260,12,3,0,0,2,3351000
52,2,5,1,1,1,973000
66,2,4,0,2,3,2644000
104,4,7,1,2,2,1983000
203,9,9,1,0,2,2944000
149,6,9,1,1,1,1919000
216,10,11,0,2,2,3063000
51,2,2,1,0,1,747000
40,1,7,0,0,1,478000
47,1,7,0,1,3,2422000
172,8,9,0,0,3,3635000
92,4,8,0,1,2,1799000
158,7,10,1,2,3,3882000
106,4,7,0,0,2,1645000
236,11,1,0,1,1,2660000
234,11,7,1,1,2,3371000
161,7,1,0,1,3,3645000
164,7,1,0,1,2,2444000
40,1,8,1,1,3,2511000
141,6,4,1,1,2,2322000
243,11,5,0,2,2,3210000
66,2,11,1,1,3,2863000
88,3,9,1,2,1,1317000
239,11,7,1,1,2,3415000
232,11,9,1,2,1,2857000
65,2,4,0,2,1,790000
120,5,4,1,2,1,1558000
55,2,6,1,1,3,2665000
146,6,2,1,2,1,1795000
238,11,9,0,1,1,2639000
52,2,3,0,1,3,2584000
75,3,1,0,1,2,1593000
171,8,6,0,1,1,1933000
64,2,11,1,1,2,1563000
171,8,11,0,1,3,3694000
194,9,3,0,1,1,2215000
210,10,2,0,2,3,4327000
73,3,3,0,0,1,988000
142,6,6,1,1,2,2372000
246,11,9,0,0,2,2989000
126,5,3,1,0,1,1511000
83,3,5,0,1,3,2759000
88,3,5,0,2,2,1627000
168,7,12,1,0,2,2462000
174,8,8,1,0,1,2017000
256,12,2,0,2,1,2944000
216,10,1,0,1,1,2336000
93,4,10,0,1,1,1082000
196,9,11,1,2,3,4251000
64,2,4,0,0,3,2343000
120,5,2,0,2,2,2181000
172,8,11,0,1,2,2428000
84,3,11,1,1,3,3023000
186,8,11,1,1,1,2300000
251,12,8,1,1,3,4774000
185,8,5,1,0,3,3945000
222,10,10,0,2,1,2541000
99,4,6,1,2,2,2068000
167,7,3,1,2,1,2038000
66,2,5,1,0,3,2579000
144,6,3,1,2,2,2460000
252,12,11,0,1,2,3372000
235,11,6,1,0,3,4478000
80,3,9,1,2,3,3066000
107,4,8,0,2,3,2938000
140,6,5,1,2,3,3723000
192,9,7,1,2,1,2443000
220,10,10,1,2,3,4547000
126,5,2,0,2,3,3307000
43,1,5,0,1,1,544000
179,8,8,0,0,2,2452000
206,9,3,0,2,3,4202000
178,8,2,0,0,3,3717000
142,6,1,0,0,2,2166000
120,5,11,0,2,2,1979000
191,9,9,0,0,1,1980000
158,7,9,0,2,2,2507000
88,3,2,0,0,2,1513000
158,7,2,1,0,1,1845000
164,7,12,1,1,3,3846000
154,7,9,1,2,1,1976000
200,9,7,0,2,3,3964000
192,9,4,0,0,3,3800000
81,3,3,0,2,3,2987000
146,6,11,1,1,1,1809000
207,9,8,0,0,1,2093000
65,2,5,0,0,2,1329000
203,9,8,1,2,2,3081000
92,4,3,0,1,1,1217000
54,2,2,1,2,2,1623000
196,9,8,0,2,3,3913000
164,7,4,0,1,1,1767000
42,1,5,1,0,3,2468000
164,7,12,1,0,2,2573000
102,4,2,1,2,2,1992000
148,6,3,0,2,2,2358000
152,7,12,1,1,3,3776000
207,9,1,1,2,2,3040000
129,5,1,1,2,1,1739000
184,8,9,1,2,2,2866000
240,11,8,1,2,1,2883000
48,1,6,0,1,2,1229000
118,5,5,0,2,3,3091000
252,12,7,1,2,3,4830000
101,4,2,1,0,1,1268000
226,10,3,0,2,1,2545000
167,7,8,0,0,2,2329000
64,2,12,1,2,1,1050000
240,11,5,1,2,2,3497000
71,3,11,0,1,1,883000
160,7,8,0,1,1,1695000
256,12,7,0,1,3,4487000
115,5,12,0,2,2,2036000
251,12,9,0,2,1,2714000
196,9,10,0,0,1,2020000
98,4,2,1,1,1,1307000
178,8,1,0,0,3,3722000
171,8,3,0,1,2,2641000
192,9,4,1,1,1,2293000
203,9,12,0,2,2,2907000
221,10,7,1,2,3,4434000
239,11,7,0,1,1,2612000
256,12,5,1,0,1,2814000
83,3,3,1,1,2,1839000
221,10,1,1,1,1,2540000
252,12,5,0,2,1,2745000
188,8,12,0,1,3,3939000
196,9,3,0,0,1,2132000
230,11,2,1,1,2,3302000
114,5,4,0,0,3,3000000
136,6,10,1,2,3,3620000
109,4,3,1,0,3,3100000
141,6,1,0,2,3,3562000
211,10,10,1,1,1,2580000
69,2,3,0,0,3,2586000
210,10,3,1,0,1,2367000
166,7,8,0,2,1,1963000
116,5,10,0,2,1,1418000
120,5,8,1,0,2,2043000
130,6,9,1,2,1,1863000
155,7,7,0,0,3,3309000
186,8,6,1,1,3,4022000
48,1,12,0,0,1,449000
104,4,8,1,0,2,1912000
153,7,12,1,0,2,2553000
220,10,8,0,2,2,3027000
66,2,7,0,2,1,766000
202,9,12,0,0,3,3957000
54,2,12,1,0,2,1391000
51,2,4,1,1,2,1583000
93,4,6,0,2,3,3036000
168,7,3,0,2,3,3859000
182,8,6,1,0,3,3925000
71,3,1,1,2,2,1752000
46,1,3,1,0,2,1295000
46,1,3,0,0,3,2337000
232,11,12,1,0,1,2660000
167,7,11,0,1,3,3591000
64,2,5,1,2,3,2895000
111,5,5,0,2,3,3261000
158,7,7,0,0,3,3406000
226,10,6,0,1,1,2348000
181,8,9,0,0,1,1799000
240,11,3,0,1,1,2670000
151,7,9,1,0,2,2471000
55,2,9,1,2,2,1691000
146,6,10,1,0,1,1679000
109,4,8,0,1,2,1745000
89,3,10,0,1,2,1599000
97,4,12,1,2,2,2198000
204,9,3,0,0,1,2211000
206,9,9,0,1,3,3995000
251,12,11,0,0,2,3201000
53,2,8,1,0,3,2685000
61,2,10,1,2,3,2954000
94,4,12,1,0,3,3121000
144,6,11,0,1,1,1584000
144,6,12,1,2,1,1976000
195,9,6,0,2,2,2731000
103,4,11,0,1,1,1111000
70,3,11,1,2,3,3068000
65,2,5,1,2,1,1158000
241,11,9,1,0,1,2708000
55,2,10,1,1,2,1579000
250,12,10,0,0,2,3196000
70,3,3,1,2,1,1155000
205,9,7,0,2,1,2266000
198,9,11,1,1,1,2368000
143,6,12,1,1,3,3676000
218,10,5,1,1,1,2426000
58,2,11,1,1,2,1599000
235,11,6,1,2,3,4610000
186,8,10,0,1,3,3684000
83,3,1,0,1,2,1581000
112,5,11,1,1,2,2172000
78,3,12,0,2,3,2988000
176,8,4,1,0,3,3896000
191,9,6,1,0,1,2232000
212,10,3,0,1,2,2962000
247,11,10,1,2,2,3438000
43,1,2,0,2,1,713000
85,3,9,0,2,1,1053000
100,4,1,1,0,2,1941000
233,11,7,0,1,3,4290000
132,6,4,1,2,2,2364000
83,3,5,1,2,2,1888000
79,3,1,1,0,2,1684000
236,11,8,0,2,3,4463000
78,3,6,1,0,3,2829000
155,7,7,0,0,2,2181000
192,9,6,0,0,1,1980000
131,6,3,1,2,1,1798000
182,8,2,0,1,1,2104000
76,3,10,1,2,1,1279000
89,3,3,0,2,3,2981000
196,9,5,1,2,1,2471000
129,5,5,0,0,2,1866000
231,11,12,1,0,2,3318000
106,4,12,1,0,3,3228000
69,2,11,1,0,3,2754000
175,8,2,0,0,1,1954000
138,6,9,0,0,3,3201000
203,9,8,1,1,1,2410000
72,3,4,0,2,3,2725000
144,6,7,0,0,3,3191000
178,8,4,1,1,2,2795000
75,3,12,0,2,1,977000
101,4,6,1,2,3,3262000
89,3,9,0,1,2,1572000
110,5,6,0,1,1,1196000
147,6,2,0,0,1,1609000
124,5,11,1,0,1,1556000
150,7,12,1,2,1,2081000
165,7,8,0,1,2,2316000
134,6,11,0,1,2,2235000
127,5,9,1,1,1,1591000
144,6,6,0,1,3,3379000
203,9,7,0,1,3,3880000
166,7,5,1,2,1,2216000
115,5,11,1,2,1,1680000
237,11,9,0,2,3,4451000
55,2,5,1,1,2,1480000
245,11,8,0,0,1,2513000
200,9,5,1,1,3,4205000
209,9,3,1,2,3,4296000
232,11,3,1,0,3,4491000
119,5,5,0,1,1,1295000
211,10,4,1,1,1,2423000
140,6,4,0,0,2,2068000
224,10,4,1,1,2,3201000
77,3,9,0,2,1,1013000
100,4,10,0,0,1,1009000
245,11,1,1,0,1,2588000
154,7,1,1,1,1,1889000
256,12,5,1,2,2,3669000
143,6,5,1,0,3,3450000
173,8,4,0,2,1,1942000
128,5,7,1,0,2,2097000
131,6,9,1,1,3,3587000
53,2,1,0,2,1,868000
196,9,12,1,2,3,4308000
76,3,8,1,0,2,1624000
168,7,12,0,1,3,3440000
97,4,10,1,0,1,1291000
137,6,12,0,0,2,1941000
186,8,9,1,1,3,4000000
124,5,2,0,0,2,2014000
41,1,7,0,1,2,1140000
150,7,9,0,2,3,3661000
99,4,8,1,1,3,3125000
178,8,9,1,2,2,2959000
244,11,6,1,2,1,2827000
211,10,8,0,2,2,3002000
137,6,5,1,2,2,2512000
173,8,10,0,2,2,2592000
139,6,4,1,1,2,2327000
107,4,12,1,0,2,1978000
174,8,5,1,2,1,2233000
244,11,1,1,1,3,4623000
119,5,8,1,2,1,1691000
98,4,6,0,0,1,1065000
209,9,7,0,0,1,2036000
154,7,2,1,1,3,3668000
99,4,12,1,0,1,1376000
49,1,6,0,2,3,2534000
164,7,6,1,0,2,2405000
74,3,9,0,1,1,862000
189,8,12,0,1,1,2055000
127,5,5,1,2,1,1807000
101,4,8,1,1,3,3188000
66,2,7,0,1,3,2517000
258,12,10,1,0,2,3541000
113,5,6,0,0,2,1716000
143,6,2,0,2,2,2370000
58,2,6,0,0,1,656000
136,6,7,1,0,3,3479000
168,7,9,0,2,1,1810000
177,8,1,1,2,2,2769000
214,10,10,1,2,3,4509000
168,7,12,1,2,1,2060000
127,5,6,1,0,1,1457000
135,6,7,0,1,3,3292000
232,11,9,1,2,1,2859000
129,5,5,1,2,3,3444000
61,2,1,1,2,1,1139000
207,9,11,0,2,3,4099000
217,10,6,0,1,1,2217000
151,7,1,0,1,2,2368000
256,12,11,1,1,1,2985000
70,3,9,1,0,2,1563000
218,10,9,0,2,1,2380000
84,3,3,0,2,3,2938000
48,1,6,1,2,3,2716000
208,9,9,1,2,2,3162000
112,5,3,1,0,3,3265000
115,5,6,1,0,1,1491000
188,8,8,0,1,2,2578000
224,10,5,0,1,3,4145000
128,5,6,1,0,1,1529000
61,2,6,1,0,3,2747000
228,10,2,0,2,1,2616000
139,6,4,0,1,1,1586000
49,1,12,1,1,3,2534000
176,8,11,1,2,2,2934000
102,4,12,0,2,1,1259000
166,7,12,1,1,2,2736000
72,3,6,1,2,2,1724000
71,3,5,1,2,3,3107000
127,5,1,1,1,2,2114000
75,3,12,1,2,2,1923000
252,12,10,1,2,2,3660000
250,12,2,1,2,2,3603000
212,10,3,0,0,2,2813000
188,8,3,0,0,3,3806000
129,5,8,1,1,2,2282000
62,2,6,1,2,2,1676000
92,4,3,0,2,1,1197000
153,7,5,1,0,1,1931000
48,1,2,1,1,1,804000
116,5,3,0,0,1,1247000
74,3,7,0,2,3,2718000
128,5,5,0,1,2,1905000
229,10,11,0,2,2,3050000
186,8,7,0,0,3,3613000
127,5,10,1,2,1,1661000
86,3,8,1,2,2,1881000
200,9,7,1,0,3,4071000
104,4,5,1,0,3,3013000
77,3,7,1,2,1,1321000
62,2,1,0,0,1,722000
47,1,1,0,1,1,599000
72,3,6,1,1,1,1171000
164,7,4,0,2,2,2495000
165,7,2,0,1,1,1830000
129,5,9,1,2,2,2312000
86,3,5,0,0,3,2529000
173,8,5,0,1,3,3791000
133,6,6,0,2,1,1523000
57,2,4,1,1,2,1520000
83,3,4,1,0,2,1638000
79,3,2,0,0,2,1639000
204,9,6,0,2,2,2875000
209,9,6,1,0,3,4161000
65,2,1,0,2,1,1023000
223,10,3,1,1,2,3197000
115,5,6,0,2,3,3162000
245,11,8,1,2,1,2889000
51,2,12,1,2,3,2859000
235,11,6,1,2,1,2902000
138,6,10,0,1,2,2148000
170,8,6,1,1,1,2065000
216,10,8,0,2,3,4215000
127,5,2,0,2,2,2144000
253,12,8,1,0,1,2795000
128,5,8,0,2,2,2142000
214,10,2,0,0,3,4110000
119,5,10,0,0,2,1857000
81,3,7,0,0,1,829000
81,3,1,1,1,2,1823000
236,11,6,0,0,1,2313000
54,2,3,1,2,2,1650000
223,10,7,0,0,1,2271000
132,6,5,0,2,1,1511000
131,6,10,1,2,2,2528000
260,12,3,0,0,1,2839000
57,2,3,0,0,2,1371000
178,8,6,1,0,3,3877000
191,9,1,0,1,2,2811000
155,7,4,0,0,1,1650000
258,12,2,0,1,2,3437000
64,2,6,0,1,1,747000
59,2,1,0,1,2,1366000
82,3,1,1,2,1,1171000
104,4,6,1,2,1,1447000
65,2,3,0,2,3,2643000
198,9,11,1,2,2,3056000
252,12,5,1,2,3,4844000
96,4,3,1,2,3,3212000
177,8,10,1,2,3,4050000
197,9,6,0,1,3,3883000
86,3,2,0,2,1,1109000
110,5,6,1,0,1,1427000
224,10,12,1,2,2,3283000
88,3,6,0,2,2,1618000
188,8,5,1,2,2,2820000
197,9,5,0,0,1,2054000
250,12,1,1,0,3,4494000
122,5,7,0,2,3,3188000
114,5,12,0,2,2,1971000
215,10,11,0,0,3,4031000
188,8,2,0,1,3,3900000
41,1,6,0,2,1,559000
113,5,3,0,2,1,1615000
173,8,1,1,1,1,2080000
48,1,1,1,2,3,2796000
168,7,9,0,1,2,2471000
96,4,4,0,2,3,2901000
83,3,9,0,2,2,1598000
94,4,5,1,1,1,1241000
127,5,2,1,1,2,2165000
59,2,9,0,0,3,2452000
162,7,2,0,2,3,3785000
247,11,12,0,0,1,2470000
238,11,12,0,2,2,3263000
158,7,2,0,1,3,3680000
216,10,11,0,2,2,3064000
94,4,3,1,2,3,3269000
244,11,10,0,0,2,3148000
90,4,3,0,0,1,1050000
169,7,7,1,1,2,2524000
105,4,12,0,1,2,1793000
231,11,5,0,1,1,2539000
242,11,6,1,1,1,2765000
200,9,1,0,1,2,2859000
220,10,10,1,1,2,3195000
250,12,1,1,0,3,4516000
176,8,5,1,2,2,2848000
76,3,2,0,1,1,1048000
103,4,3,0,1,1,1255000
186,8,4,1,1,3,3944000
224,10,10,0,2,2,3004000
64,2,8,1,0,2,1481000
214,10,2,0,1,3,4240000
125,5,10,0,1,2,1956000
75,3,12,0,0,3,2744000
160,7,3,0,2,1,1967000
57,2,9,1,2,1,1016000
57,2,7,1,2,2,1655000
195,9,12,0,2,3,4012000
191,9,1,0,2,2,2858000
178,8,8,0,2,2,2587000
203,9,11,1,2,2,3101000
102,4,12,1,1,1,1348000
136,6,9,1,2,2,2426000
154,7,12,1,2,1,2016000
51,2,5,1,1,2,1508000
151,7,12,1,1,1,1873000
55,2,11,1,1,3,2696000
138,6,3,0,2,2,2355000
240,11,4,1,0,1,2708000
253,12,9,1,0,3,4606000
240,11,10,1,0,3,4445000
238,11,8,0,1,2,3062000
159,7,11,1,1,2,2526000
150,7,6,0,1,1,1661000
49,1,3,0,0,2,1251000
156,7,9,1,1,3,3646000
106,4,11,1,2,3,3295000
42,1,1,0,0,3,2382000
221,10,7,0,0,3,3953000
50,2,2,0,0,2,1235000
87,3,11,1,2,2,1841000
80,3,1,1,1,3,2907000
174,8,9,1,1,2,2797000
92,4,2,0,2,1,1323000
103,4,5,0,0,1,979000
199,9,7,1,1,3,4219000
167,7,12,0,0,2,2310000
94,4,12,1,1,3,3091000
141,6,10,0,0,1,1416000
74,3,10,0,0,3,2562000
96,4,9,0,0,2,1664000
251,12,7,1,2,2,3700000
81,3,9,0,1,2,1443000
211,10,11,1,1,1,2608000
112,5,7,1,0,1,1331000
182,8,12,1,1,2,2776000
132,6,6,1,1,3,3594000
199,9,9,0,0,3,3801000
100,4,2,0,1,3,3040000
64,2,9,0,0,3,2521000
142,6,1,1,2,1,1807000
49,1,8,0,2,2,1362000
232,11,1,1,2,3,4530000
258,12,10,0,0,1,2598000
94,4,4,1,1,3,3158000
93,4,6,0,2,2,1861000
180,8,5,1,0,3,3945000
147,6,1,0,0,3,3358000
211,10,12,1,1,2,3142000
150,7,5,0,1,2,2237000
159,7,4,1,2,1,2068000
103,4,12,1,2,1,1468000
223,10,4,0,1,1,2248000
215,10,10,0,2,1,2429000
176,8,12,1,2,3,4165000
206,9,8,0,0,2,2651000
181,8,7,0,2,2,2573000
217,10,8,0,0,3,4086000
129,5,8,1,1,2,2237000
88,3,7,1,1,2,1816000
117,5,3,1,1,2,2188000
84,3,11,0,2,2,1654000
212,10,9,0,2,2,3000000
175,8,10,1,1,3,3912000
61,2,4,0,2,3,2548000
145,6,9,1,2,1,1901000
257,12,5,1,2,2,3528000
166,7,4,1,1,1,2002000
65,2,11,1,1,2,1615000
104,4,2,1,0,3,3061000
258,12,8,1,0,2,3452000
206,9,2,1,1,3,4225000
191,9,4,0,1,3,3980000
234,11,7,0,1,2,3091000
85,3,2,1,1,2,1799000
217,10,5,1,2,1,2666000
72,3,3,1,2,2,1811000
137,6,9,0,2,2,2144000
259,12,7,0,2,1,2920000
153,7,10,0,0,1,1591000
81,3,8,0,2,2,1556000
151,7,2,0,2,3,3695000
123,5,5,1,2,2,2324000
53,2,6,0,0,1,631000
205,9,1,0,0,1,2105000
248,11,7,0,1,3,4463000
44,1,8,1,0,3,2524000
54,2,3,1,1,1,933000
173,8,12,0,1,2,2485000
249,11,10,1,2,3,4776000
254,12,6,0,0,1,2550000
132,6,7,1,0,3,3432000
224,10,5,1,1,1,2622000
101,4,11,0,2,2,1900000
195,9,7,1,2,1,2380000
221,10,7,0,2,1,2418000
135,6,10,1,2,2,2465000
230,11,10,0,1,2,2985000
190,9,4,0,0,2,2610000
215,10,11,0,2,2,3062000
204,9,11,1,0,2,2816000
218,10,7,0,1,2,2862000
55,2,10,0,2,2,1423000
201,9,11,1,0,3,4080000
124,5,6,1,2,1,1581000
197,9,12,1,2,2,3064000
182,8,7,1,2,1,2295000
135,6,2,1,1,1,1686000
132,6,2,0,2,2,2208000
254,12,7,1,1,3,4708000
226,10,3,1,2,1,2732000
207,9,6,0,0,2,2628000
207,9,7,1,0,1,2286000
87,3,1,0,1,2,1638000
110,5,5,1,0,2,1973000
190,9,7,0,0,2,2607000
178,8,3,1,2,1,2204000
50,2,12,1,1,1,937000
91,4,6,0,2,1,1217000
125,5,1,0,1,2,2080000
103,4,5,1,0,3,3072000
141,6,8,0,0,2,1935000
222,10,1,1,0,3,4212000
219,10,10,1,1,1,2521000
250,12,8,1,0,2,3529000
216,10,2,0,1,3,4222000
187,8,2,0,0,2,2603000
61,2,1,0,0,3,2471000
217,10,11,1,0,2,3032000
54,2,2,0,1,3,2623000
146,6,11,1,2,1,2024000
252,12,11,0,2,1,2752000
175,8,3,1,0,3,3734000
247,11,9,0,2,2,3291000
121,5,11,0,0,3,3007000
112,5,2,0,0,3,3041000
85,3,3,1,2,1,1296000
64,2,12,0,0,3,2489000
60,2,2,1,2,2,1591000
48,1,12,0,2,3,2458000
99,4,3,0,1,2,1788000
119,5,11,0,2,2,2038000
175,8,7,0,0,3,3562000
128,5,5,1,0,1,1561000
231,11,3,1,1,1,2668000
117,5,4,0,0,3,3056000
206,9,12,0,0,1,2156000
225,10,6,0,0,3,4118000
118,5,11,0,0,3,2920000
64,2,9,0,2,2,1522000
70,3,1,0,0,3,2757000
88,3,6,0,2,3,2899000
47,1,10,1,2,3,2642000
82,3,9,0,1,3,2701000
83,3,6,1,1,2,1731000
187,8,4,1,2,2,2820000
174,8,1,0,1,1,2046000
197,9,12,0,2,2,2875000
73,3,12,0,2,2,1707000
110,5,6,0,0,3,2951000
114,5,4,1,0,1,1420000
138,6,9,1,2,2,2477000
139,6,6,1,0,1,1633000
93,4,6,1,0,2,1799000
259,12,3,1,2,3,4835000
178,8,6,0,2,1,2063000
249,11,11,0,2,2,3380000
150,7,12,0,2,1,1791000
207,9,3,0,2,2,3111000
179,8,12,0,2,3,3746000
171,8,2,0,0,1,1934000
260,12,6,1,1,1,2958000
172,8,12,0,2,1,1999000
254,12,11,1,1,1,3008000
79,3,1,0,1,1,1095000
154,7,4,0,0,2,2129000
190,9,11,0,2,3,3968000
123,5,11,1,2,1,1703000
166,7,5,0,2,1,1858000
40,1,12,0,0,2,1005000
57,2,8,1,1,3,2721000
215,10,8,1,2,2,3255000
184,8,7,1,0,2,2730000
183,8,12,0,1,3,3763000
197,9,7,1,2,2,3053000
129,5,9,1,1,2,2244000
216,10,8,1,1,2,3162000
152,7,4,0,0,2,2231000
225,10,5,1,1,2,3184000
67,2,5,1,1,1,1001000
120,5,6,1,1,3,3258000
110,5,2,0,2,1,1577000
128,5,4,0,0,3,3144000
164,7,7,1,2,2,2748000
207,9,7,0,2,1,2285000
129,5,5,1,0,3,3302000
154,7,4,0,2,3,3619000
127,5,1,1,2,1,1638000
186,8,4,0,2,1,2061000
133,6,7,1,1,2,2293000
202,9,2,1,1,3,4132000
142,6,8,0,1,1,1521000
166,7,6,1,1,1,1957000
168,7,8,0,2,3,3638000
146,6,11,0,0,2,2048000
102,4,12,1,2,3,3267000
123,5,10,1,0,1,1478000
95,4,10,1,2,1,1448000
214,10,1,0,1,3,4168000
126,5,11,1,0,1,1510000
230,11,4,1,2,2,3377000
